"H1"||"H"||1||0|||61|||61||0|0|0|0|0|0|80|100|100|77.5|100|100|40|55|70|15|22.5|30||77.4|||0|||1.9|||12.6|||38.4|||24.5|||16.1||||||||3|6.5|10||||0.25|1.5|3||||1.3|1.5|1.7|||||1.57|||42|92|141|0.05|0.08|0.1||21.5|||16.2|||6.6|||41||0|1.5|2.9|10|13|16|0|0|2|0|0|0|".28"|".28"|0|0|0|0|0|0|0|0|0|0|0|0|1.2|5.1|9.2|0.9|3.8|6.9|1|2.4|4.4|4.5|5|5.5|||||||||||||||||||||||||||||||||"22426923"|"66295931"
"H2"||"H"||2||20|||127|||107||0|0|0|0|0|0|98|100|100|95|100|100|66|85|100|38|45|80||55.8|||1.3|||8.2|||14.8|||20.2|||11.3|||17.7||||||||18|26.5|35||||0|0|0||||1.3|1.4|1.5|||||1.46|||4|9|14|0.12|0.15|0.18|||||24|||15.6|||45||0|1.5|2.9|23|31|38|6|10|14|0|1|11|".24"|".24"|0|0|0|0|0|0|0|0|0|0|0|0|4.5|6.8|8.8|3.4|5.1|6.6|1|2.4|4.4|3.6|4.6|5.5|||||||||||||||||||||||||||||||||"22426900"|"66295881"
"H1"||"H"||1||0|||20|||20||0|0|0|0|0|0|98|100|100|95|100|100|66|78|95|38|48|75||70.9|||0.1|||3.3|||16.1|||34|||17.4|||16.6||||||||8|12.5|20||||1|2|3||||1.3|1.45|1.6|||||1.52|||14|28|42|0.1|0.13|0.15|||||20.4|||10.9|||42||0|1.5|2.9|14|18|25|1|3|7|0|0|3|".24"|".24"|0|0|0|0|0|0|0|0|0|0|0|0|4.2|7.8|11.8|3.2|5.8|8.8|1|2.4|4.4|3.6|4.6|5.5|||||||||||||||||||||||||||||||||"22426900"|"66295880"
"H3"||"H"||3||127|||173|||46||0|0|0|0|0|0|98|100|100|95|100|100|66|78|95|38|48|75||68.8|||0.1|||3.2|||15.6|||33|||16.9|||16.2||||||||12|15|35||||0|0|0||||1.3|1.45|1.6|||||1.52|||1.4|8|14|0.12|0.15|0.18|||||19.4|||9.8|||43||0|1.5|2.9|18|20|38|3|4|14|0|0|10|".28"|".28"|0|0|0|0|0|0|0|0|0|0|0|0|3|3.8|8.8|2.2|2.8|6.6|1|2.4|4.4|3.6|4.8|6|||||||||||||||||||||||||||||||||"22426900"|"66295882"
"H2"||"H"||2||43|||91|||48||0|0|0|0|0|0|100|100|100|95|100|100|57|78|85|28|48|55||70.5|||0.1|||3.3|||16|||33.8|||17.3|||16.5||||||||8|13|18||||0|0|0||||1.2|1.28|1.35|||||1.34|||4|9|14|0.08|0.13|0.18|||||17.2|||7.5|||49||0|1.5|2.9|14|19|23|1|4|6|0|0|0|".28"|".28"|0|0|0|0|0|0|0|0|0|0|0|0|2|3.2|4.5|1.5|2.4|3.4|1|2.4|4.4|3.6|4.6|5.5|||||||||||||||||||||||||||||||||"22426899"|"66295878"
"H3"||"H"||3||91|||152|||61||0|0|0|0|0|0|85|100|100|80|100|100|50|78|85|5|37|45||78.6|||0|||1.9|||12.8|||39|||24.9|||16.4||||||||1|5|8||||0|0|0||||1.35|1.45|1.55|||||1.52|||14|78|141|0.04|0.06|0.08||17.7|||11.8|||3.3|||43||0|1.5|2.9|8|12|14|0|0|1|0|0|0|".32"|".32"|0|0|0|0|0|0|0|0|0|0|0|0|0.1|1.2|2|0.1|0.9|1.5|1|2.4|4.4|3.6|4.6|5.5|||||||||||||||||||||||||||||||||"22426899"|"66295879"
"H1"||"H"||1||0|||43|||43||0|0|0|0|0|0|100|100|100|95|100|100|70|78|85|28|48|55||69.3|||0.3|||4.8|||15.4|||30.1|||18.7|||21.7||||||||4|9|14||||1|2|3||||1.2|1.28|1.35|||||1.34|||14|28|42|0.08|0.12|0.16|||||17.4|||7.6|||48||0|1.5|2.9|11|15|20|0|2|4|0|0|0|".32"|".32"|0|0|0|0|0|0|0|0|0|0|0|0|3.2|6.8|10.2|2.4|5.1|7.7|1|2.4|4.4|3.6|4.6|5.5|||||||||||||||||||||||||||||||||"22426899"|"66295877"
"H2"||"H"||2||18|||216|||198||0|0|0|0|0|0|99|100|100|98|100|100|88|97.5|100|67|92.5|95||7.2|||0.2|||0.4|||0.8|||2.3|||3.5|||47.8||||||||27|45|60||||0|0|0||||1.25|1.3|1.35|||||1.48|||1.4|3|4|0.12|0.16|0.19|||||31.6|||23.7|||48||3|4.5|5.9|31|48|61|10|20|27|4|21|31|".32"|".32"|0|0|0|0|0|0|0|0|0|0|0|0|6.8|11.2|15|5.1|8.4|11.2|1|2.4|4.4|3.6|4.6|5.5|||||||||||||||||||||||||||||||||"22426898"|"66295876"
"H1"||"H"||1||0|||18|||18||0|0|0|0|0|0|99|100|100|98|100|100|83|95|100|58|80|90||29.1|||2.4|||3.4|||4.8|||9.1|||9.4|||53.4||||||||10|17.5|25||||0.5|1.25|2||||1.2|1.25|1.3|||||1.31|||4|9|14|0.1|0.14|0.17|||||26|||10.2|||50||0|1.5|2.9|16|23|30|2|6|10|0|2|8|".49"|".49"|0|0|0|0|0|0|0|0|0|0|0|0|3.6|7.3|10.8|2.7|5.5|8.1|1|2.4|4.4|3.6|4.6|5.5|||||||||||||||||||||||||||||||||"22426898"|"66295875"
"H3"||"H"||3||130|||165|||35||0|0|0|0|0|3|99|100|100|97.5|100|100|40|78|100|4|48|80||77|||0.1|||3.6|||17.5|||36.9|||18.9|||8||||||||2|15|30||||0|0|0||||1.25|1.35|1.45|||||1.41|||4|73|141|0.06|0.1|0.15|||||18.8|||9.1|||47||0|1.5|2.9|8|21|34|0|6|13|0|0|9|".20"|".20"|0|0|0|0|0|0|0|0|0|0|0|0|0.3|3.8|7.5|0.3|2.8|5.6|1|2.4|4.4|3.6|5.1|5.5|||||||||||||||||||||||||||||||||"22426897"|"66295874"
